Video Id,Video Title,Topic Count,Topics
xEjMwF5MrVk,How difficult is traveling the Philippines with ZERO Tagalog for Foreigners? Street Interviews,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 70: tamaraw dwarf buffalo, dwarf buffalo stocky, dwarf buffalo, horns buffalo, horns buffalo weigh, buffalo weigh stout, buffalo, buffalo weigh, buffalo stocky, buffalo stocky gray (Topic 70: Physical Characteristics of the Tamaraw Dwarf Buffalo), Topic 107: bano guilla bano, sila, guilla bano guilla, guilla bano, sayin, sayin bucks, delicious delicious delicious, bano guilla, dora dora, ass delicious ass (Topic 107: Unclear Repeated Terms), Topic 110: experience culture shock, biggest culture shock, culture shock, culture shock culture, encounter culture shock, biggest culture, culture shocks, shock culture shock, staying culture shock, culture shock moved (Topic 110: Experiencing Culture Shock)"
xFsA-svlEUQ,He's been speaking TAGALOG for over 50 YEARS! @MisterBudBrown-,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 31: environment typhoon, typhoon, storm typhoon, hurricane, storm, south pacific, live local, live live, live, december (Topic 31: Severe Weather & Life in Storm-Prone Regions ), Topic 106: bohol chocolate hills, chocolate hills atv, chocolate hills, chocolate chocolate hills, hills bohol, located island bohol, hills atv, hills, trip, streets (Topic 106: Chocolate Hills in Bohol), Topic 120: winning game, game winning, game win, win game, excited game excited, game excited, excited game, win win, winning winning, winning winning winning (Topic 120: Winning Games and Excitement )"
xJqJLaox2Yw,"The BEST $220 Boat Tour in El Nido, Philippines (with my dad!) 🇵🇭",5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 4: battalion combat, armed forces, troops, warfare, soldiers, urban warfare, artillery, military, battle, counterattack (Topic 4: Military Assets, Combat, Strategies), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 58: pool bar pool, bar pool, pool bar, kananga kananga, bank, kumukutikutitap, wine coconut wine, kumukutikutitap kumukutikutitap, pool pool, pool (Topic 58: Drinks & Relaxation by the Pool), Topic 117: ipakita akong imong, ipakita akong, akong imong telepono, imong telepono ipakita, telepono ipakita, ifogawa ifogawa ifogawa, imong telepono, oppa oppa, phone livein boyfriend, ifogawa ifogawa (Topic 117: Filipino Phrases)"
xLbvAdzxmhY,Our SHOCKING first impressions of CORON Philippines 🇵🇭 We got STRANDED!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 92: shopping malls, shopping malls shopping, malls shopping, street markets, street market, shopping mall, mall shopping, colon street, malls, manila (Topic 92: Going to Shopping Malls and Street Markets in Manila), Topic 104: sing song song, song sing song, song song sing, sing song, sing sing song, song song, sing song sing, song sing, singing singing singing, singing songs (Topic 104: Singing of Songs)"
xN-bsk3LZ0I,Filipino kids - Why are they so special?,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture), Topic 17: filipinawives, filipina couples, filipina, tourist visas, tourist visa, tourist visa applications, visitor visa, apply partner visa, visa application, partner visa (Topic 17: Filipino Partner & Tourist Visas)"
xNhBvveK9rM,SPEAKING ONLY TAGALOG (FILIPINO) TO MY BOYFRIEND FOR 24 HOURS!!! PT 2,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
xPS2OWccG1g,"Tagalog challenge! Foreigners try speaking Filipino, hilarious 👨‍👩‍👧‍👦 RodVivKids Family Vlog Pinas",7,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 34: squid squid, squid squid squid, squid, stew, soup, shrimp, dip sauce, sauce, fried, soy sauce (Topic 34: Squid), Topic 59: rainy season, rainy, windy, rained, natural windmill natural, natural windmill, raining, local, windmill natural, morning (Topic 59: Rainy Season), Topic 70: tamaraw dwarf buffalo, dwarf buffalo stocky, dwarf buffalo, horns buffalo, horns buffalo weigh, buffalo weigh stout, buffalo, buffalo weigh, buffalo stocky, buffalo stocky gray (Topic 70: Physical Characteristics of the Tamaraw Dwarf Buffalo), Topic 114: circle circle circle, hobbit house, circle hall, hall circle, circle circle, circle, circles, hobbit, restaurants, themed bar (Topic 114: Specific Venues: Circle Hall, Hobbit House, and Themed Spots )"
xPvDiUGi9lU,What's it like being LATINAS in the Philippines? | Sol&LunaTV Vlog,7,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 23: winter summer cold, summer cold, winter, cold cold, cold, autumn, warm, snow, seasons, seasons seasons (Topic 23: Seasons and Weather ), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops), Topic 72: watch jollibee commercials, reacting jollibee commercials, jollibee commercials, jollibee commercials jollibee, jollibee commercials watch, commercials jollibee, watch jollibee, kwentong jollibee, jollibee fries, jollibee (Topic 72: Watching Kwentong Jollibee Commercial), Topic 74: beauty pageants beauty, pageants beauty pageants, pageants beauty, beauty pageants, beauty pageant, pageant, phili phili, phili, universe pageant, pageants (Topic 74: Philippine Beauty Pageant & Miss Universe)"
xSq5MtZjG3c,V417 - FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - MAKING OUR OWN CARPORT ROOF GUTTER,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 63: pule ti, pule pule, groufie, calamansi, pule, kinilaw, purtoo, galo, ti, halle (Topic 63: Filipino Food), Topic 118: pondi, happy baby, ready, happy, morning, wet, wet started, mommy, maizko niello, coming (Topic 118: Mommy and Baby's Morning Events )"
xTZblAWYS4s,My FIRST TIME in Bonifacio Global City (BGC) 🇵🇭 SHOCKED this is Manila | Philippines,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 9: topics taiwan, taiwan, taiwan staying, taiwan taiwan, caribbean staying, kuala, ayan ayan, fun, trip, stay plans (Topic 9: Travel to Taiwan & Destinations), Topic 18: sagada, adore adore, buried, grave, grand canal mall, rodrigo, cemetery, canal mall, coffins, hanging coffins (Topic 18: Sagada Burial Caves & Hanging Coffins), Topic 58: pool bar pool, bar pool, pool bar, kananga kananga, bank, kumukutikutitap, wine coconut wine, kumukutikutitap kumukutikutitap, pool pool, pool (Topic 58: Drinks & Relaxation by the Pool), Topic 77: fun cemetery, monument manila, celebrate, celebrate dead, cemetery, rizal monument, celebration, graves, happy, sunken cemetery (Topic 77: Rizal Park Monument & Manila Cemetery)"
xUPYc411duE,Only the Philippines...😭Latinos react to Philippine Madrigal Singers - Izar Ederrak in FRANCE,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 112: traveling cheap transports, cheap transports, transports cheap, cheap transports cheap, cheap spend island, transports cheap taxis, access cheaper flights, traveling, cheaper flights, cheap flight (Topic 112: Cheap Transportation while Travelling)"
xW4FXlf7JlQ,Foreigners Experience Rural Philippines Province Life! 🇵🇭 (Culture Shock),2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila)"
xXuErZaTcbc,ENGLISH ONLY PRANK in MINDANAO 🇵🇭 (LAPTRIP!),5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 6: species crocodile, crocodiles, crocodile crocodile, crocodile, peacock fethers, alligator, peacock, endangered species, wildlife, cobra (Topic 6: Wildlife Species & Conservation), Topic 45: virtual private network, private network, public wifi, virtual private, network, internet, secure, stands virtual private, online, virtual (Topic 45: Virtual Private Networks (VPNs) and Online Security), Topic 77: fun cemetery, monument manila, celebrate, celebrate dead, cemetery, rizal monument, celebration, graves, happy, sunken cemetery (Topic 77: Rizal Park Monument & Manila Cemetery), Topic 105: dig, procure, brother jay, jay jay jay, cut grass, picking garbage, cut grass cut, jay, ej, driveway (Topic 105: Unclear Repeated Terms)"
xZBccbBIV7U,WHAT HAS BEEN GOING ON LATELY | Flying From The Philippines To Vietnam,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
xayG_VtzUIE,FilipinaBritish Life:MAY PA DATE AT PA SURPRISE SI MISTER!Mia Sandoval,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila), Topic 110: experience culture shock, biggest culture shock, culture shock, culture shock culture, encounter culture shock, biggest culture, culture shocks, shock culture shock, staying culture shock, culture shock moved (Topic 110: Experiencing Culture Shock)"
xbyWkrMkSC8,Introducing Trendy Filipino Food to KPOP Star Eric Nam! 🇵🇭😋,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 109: mango, mango mangoes, mangoes, song, paubaya moira, coconut, bagong, dried mangoes, singing, jokoy (Topic 109: Mango Fruit), Topic 119: salido, bean mung bean, mung, vice bucket, mung bean, tarshares tarshares, pork bun, sin, isaw isaw, barbecue (Topic 119: Common Filipino Dishes)"
xd-4sPjzFfI,Foreigner eats westerner food in the Philippines?,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 8: dated, dating, students, girls, single dated, girl, friends, filipina, student, girlfriend (Topic 8: Philippines’ Dating & Relationship of Females), Topic 65: hungry hungry hungry, hungry hungry, hungry, tasty, juicy, eating, delicious, lunch, dish, pop pop pop (Topic 65: Satisfying Hunger with Delicious Food), Topic 115: bike shop, bike rent, rent bike, bikes, bike, bike bike, bike rental pesos, cheap knee tricycle, tricycle, rental shop (Topic 115: Bicycle & Tricycle Rental)"
xedLjMIRRRE,Trying FILIPINO STREET FOOD for the FIRST TIME! 🇵🇭 We did NOT expect this in Coron Palawan!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 5: haircut barber, haircuts, haircut, haircut haircut, cut haircut, barber, barbers, shave, shaved, shave shave (Topic 5: Barber Services), Topic 32: puppies, puppies hope, doggy, stray dogs, pets family, dogs dogs, dogs, dogs stray dogs, pet, dog (Topic 32: Dogs)"
xfH6KnFaCK4,First Time in BORACAY 2022! INSANE Philippines Island PARADISE!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 93: sabu, ride, transport, beach, boat, island, sim, ramen boat, sabu sabu, fun (Topic 93: Island and Beach Travel Experiences)"
xfV7AeFg90A,British Fam Impressed by Philippines Province Life,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
xfnxjGiz2Uo,"OUR FIRST FILIPINO FESTIVAL!| Waleska & Efra react to OPM Live | ft KZ, BAMBOO, Darren Espanto",3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 78: thatd funny, bob mali, dating, conversation, partying partying, kevin, partying, bob marley boricai, funny, christians talking (Topic 78: Funny Conversations and Socializing ft. Bob Marley)"
xgOjm4cqXoQ,ISAC AND ROSALINDA WEDDING CELEBRATION / FOREIGNER MEET LOVE OF HIS LIFE IN THE PHILIPPINES,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 58: pool bar pool, bar pool, pool bar, kananga kananga, bank, kumukutikutitap, wine coconut wine, kumukutikutitap kumukutikutitap, pool pool, pool (Topic 58: Drinks & Relaxation by the Pool)"
xkNjdS5myEk,Dutch Trying Different Flavors Of Filipino Ice Cream,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert)"
xkO1xSutXmE,Trying FILIPINO Food in CEBU City: The PHILIPPINES Oldest Street,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
xon9s2T0Xxc,Foreigner takes PARENTS to THE PHILIPPINES! Amazing FIRST DAY!,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 12: drinkers, drinker, drinking etiquette, drinking, drinker excessively, drank, drinking session varies, drinking session, drink, liquor (Topic 12: Drinking Culture & Practices), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 27: watching leave loved, listen listen listen, listen listen, listen, loved peace, watching, leave loved peace, watching leave, lou, lou marie lou (Topic 27: Listening & Watching Loved Ones Depart ), Topic 84: bop bop bop, bop bop, parangai parangai parangai, bop, parangai parangai, nourkir prol shabu, nourkir prol, botan botan botan, parangai, botan botan (Topic 84: Unclear Repeated Terms (Noise)), Topic 120: winning game, game winning, game win, win game, excited game excited, game excited, excited game, win win, winning winning, winning winning winning (Topic 120: Winning Games and Excitement )"
xq6cedD4-eo,"Letting NYC Strangers Try Filipino Halo-Halo, THIS was their reaction",2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert)"
xryGmTIdfs0,Filipino-British Couple | Our Love Story | How I met my British Wife | Pinoy Living in UK 🇬🇧🇵🇭,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration)"
xuW78dDvdW0,Foreigners PRANKING Filipinos in perfect Tagalog,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 17: filipinawives, filipina couples, filipina, tourist visas, tourist visa, tourist visa applications, visitor visa, apply partner visa, visa application, partner visa (Topic 17: Filipino Partner & Tourist Visas), Topic 71: dog losin losin, losin losin losin, losin losin, dog losin, kasih, kami, friendly, mindenow, melvin, earlier kana (Topic 71: Dog Losing / Being Lost)"
xw-fQEQx8ls,Korean REACT try first time filipino boodle fight,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
xyZH8XQqjEk,Meet her grandma after 7 years | Philippines | vlog | w/English sub,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
xyzndr2MA0w,THEY WANT TO BE FILIPINO #filipino #trending,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 14: archipelago spanish, spanish colony, spanish empire, spanish colonial, spaniards, manila, king spain, spanish rule, archipelago, rule spanish (Topic 14: Spanish Colonialism in the Philippines), Topic 71: dog losin losin, losin losin losin, losin losin, dog losin, kasih, kami, friendly, mindenow, melvin, earlier kana (Topic 71: Dog Losing / Being Lost)"
y-cb3qVBDb8,Filipina British Age Gap Couple: OUR UK SPOUSE VISA EXPERIENCE,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 20: tourist visa, bureau immigration, visa, visa extension, immigration, traveling, visa application, trip, tourist, deport (Topic 20: Travel Immigration & Visa Processes), Topic 48: friends heart, heart friends heart, friends heart friends, heart friends, jason momoa, friends, happy, girls, kindness heart, relationship (Topic 48: Friendships), Topic 58: pool bar pool, bar pool, pool bar, kananga kananga, bank, kumukutikutitap, wine coconut wine, kumukutikutitap kumukutikutitap, pool pool, pool (Topic 58: Drinks & Relaxation by the Pool), Topic 62: morning cinema, cinema continue, morning cinema continue, cinema, cinema continue ensure, theater, movie theater, ben, watching, skip ads (Topic 62: Filipino Food)"
y0ArM7kMPnA,What do Koreans think of the Philippines (random street interviews),2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 8: dated, dating, students, girls, single dated, girl, friends, filipina, student, girlfriend (Topic 8: Philippines’ Dating & Relationship of Females)"
y0gG7Tc-wHw,FILIPINO BREAKFAST IN THE NETHERLANDS - LONGSILOG!,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 34: squid squid, squid squid squid, squid, stew, soup, shrimp, dip sauce, sauce, fried, soy sauce (Topic 34: Squid)"
y0i2HU4C3R0,FREE HUGS Campaign in Philippines walking street | Night Street Gone Erotic 한국인 필리핀 유흥가 밤문화 프리허그 한다?,2,"Topic 79: aunt girl, akong telepono charge, pwede icharge, icharge akong telepono, akong telepono, pwede icharge akong, kid, pwede, kids, aunt (Topic 79: Kids Asking Aunt to Charge Phone), Topic 112: traveling cheap transports, cheap transports, transports cheap, cheap transports cheap, cheap spend island, transports cheap taxis, access cheaper flights, traveling, cheaper flights, cheap flight (Topic 112: Cheap Transportation while Travelling)"
y12Ms-DaXv8,Is the Philippines SAFE for foreigners? (street interviews),4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture), Topic 9: topics taiwan, taiwan, taiwan staying, taiwan taiwan, caribbean staying, kuala, ayan ayan, fun, trip, stay plans (Topic 9: Travel to Taiwan & Destinations), Topic 11: negros negros, black accepting black, black experience, black black accepting, black black, experience black, black, negros, black accepting, black friendly (Topic 11:  Black Experiences and Acceptance)"
y3-6ivWqqr0,TOURISTS VISIT OSLOB FOR THE FIRST TIME | Philippines 2022,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
y49Gx6k4TjY,JAPANESE trying FILIPINO ALCOHOL for the FIRST TIME! Foreigners Reaction!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 99: cow cow, cow, kick cow, cow kick, horse, naughty naughty, uhhuh, stand horse, farm, red horse (Topic 99: Cow & Farm Life), Topic 109: mango, mango mangoes, mangoes, song, paubaya moira, coconut, bagong, dried mangoes, singing, jokoy (Topic 109: Mango Fruit)"
y6uJTEA_I6M,ITS GONE WRONG IN THE PHILIPPINES 🇵🇭 (Are we here at the WRONG TIME?),3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 20: tourist visa, bureau immigration, visa, visa extension, immigration, traveling, visa application, trip, tourist, deport (Topic 20: Travel Immigration & Visa Processes), Topic 88: sponsor squarespace, todays sponsor squarespace, blogs galleries, digital nomads, squarespace professional, squarespace, major create blogs, online, blogs galleries calendars, social media (Topic 88: Squarespace and Online Content Creation )"
y6yrAADHdog,Tourists in Mindanao with Becoming Filipino! #davaooriental #baganga,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 7: wear makeup, makeup, lipstick, makeup makeup, makeup skin, makeup artist, makeup coconut oil, makeup coconut, mascara, skin (Topic 7: Makeup Products and Application), Topic 28: martial arts martial, martial art, kali martial, martial arts, arts martial arts, arts martial, martial, karate, judo, fighting (Topic 28: Mixed Martial Arts and Fighting ), Topic 92: shopping malls, shopping malls shopping, malls shopping, street markets, street market, shopping mall, mall shopping, colon street, malls, manila (Topic 92: Going to Shopping Malls and Street Markets in Manila)"
y7DQc6s7LwA,First Time in MANILA (Exploring MAKATI & Potato Corner Fries!) - Philippines Travel Vlog,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 17: filipinawives, filipina couples, filipina, tourist visas, tourist visa, tourist visa applications, visitor visa, apply partner visa, visa application, partner visa (Topic 17: Filipino Partner & Tourist Visas)"
y7ECCYITe9U,"Philippines, FINALLY HERE I AM!",4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 103: yums, cacao, wong, dangerous amazon jungle, talking pikachu, bueno, gondola ride, rip, amazon jungle, cofeas (Topic 103: Mixture of Subjects: Jungle, Food, and Pop Culture ), Topic 111: variations urban legend, urban legend, urban legend pattern, legend pattern doctor, pamore, elevator patient doors, pesos, palainque, elevator patient, president (Topic 111: Urban Legends and its Variations)"
y8txqt2exjQ,What Do Filipino People Order at Filipino Restaurants? 🇵🇭,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 66: episode pinay moms, pinay moms blogs, excited excited excited, watching pinay moms, pinay moms, excited, excited excited, episode pinay, inihaw, watching pinay (Topic 66: Pinay Moms Content and Viewer Engagement )"
y9ApSkrvLKg,We are in Manila - What is the Philippines REALLY like now? 🇵🇭,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 77: fun cemetery, monument manila, celebrate, celebrate dead, cemetery, rizal monument, celebration, graves, happy, sunken cemetery (Topic 77: Rizal Park Monument & Manila Cemetery)"
y9iCFcSaD58,PHILIPPINES STREET FOOD Tour - INSANELY DELICIOUS | FIRST TIME Trying JOLLIBEE!,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 13: quail egg, egg yolk, chicken egg, eggs quail, quail eggs, quail eggs quail, eggs quail eggs, duck egg, salted egg, fertilized duck egg (Topic 13: Balut and other Eggs), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops), Topic 72: watch jollibee commercials, reacting jollibee commercials, jollibee commercials, jollibee commercials jollibee, jollibee commercials watch, commercials jollibee, watch jollibee, kwentong jollibee, jollibee fries, jollibee (Topic 72: Watching Kwentong Jollibee Commercial)"
yBPYd8MUBqA,V331 - Pt 55 FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - Retiring in South East Asia vlog,8,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 7: wear makeup, makeup, lipstick, makeup makeup, makeup skin, makeup artist, makeup coconut oil, makeup coconut, mascara, skin (Topic 7: Makeup Products and Application), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 27: watching leave loved, listen listen listen, listen listen, listen, loved peace, watching, leave loved peace, watching leave, lou, lou marie lou (Topic 27: Listening & Watching Loved Ones Depart ), Topic 31: environment typhoon, typhoon, storm typhoon, hurricane, storm, south pacific, live local, live live, live, december (Topic 31: Severe Weather & Life in Storm-Prone Regions ), Topic 60: hang louis hang, louis hang louis, hang louis, louis hang, prom, bomb happy, karin sai, hang roger hang, hang, fucking (Topic 60: Louis Huang (Internation Actor)), Topic 63: pule ti, pule pule, groufie, calamansi, pule, kinilaw, purtoo, galo, ti, halle (Topic 63: Filipino Food), Topic 116: como esta, chicken, chicken ball hot, chicken balls chicken, chicken chicken, chicken hot dog, chicken chicken chicken, esta, chicken balls, balls chicken (Topic 116: Chicken & its Specific Related Dishes )"
