Video Id,Video Title,Channel Id,Channel Title,Link,BERTopic Topics
v5AZyo6G2eE,13 NIGERIAN NATIONALS ARRESTED FOR SCAMMING (IN THE PHILIPPINES),UCPNBc7ZRwmgk1I6j_lenAfw,The Love Train Nation,https://www.youtube.com/watch?v=v5AZyo6G2eE,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (20.00%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (20.00%)

Topic 28: martial arts martial, martial (Mixed Martial Arts and Fighting ) (20.00%)

Topic 43: visiting retiring beach, tips (Trip to a Beach Destination) (20.00%)

Topic 93: sabu, ride, transport, beach, (Island and Beach Travel Experiences) (20.00%)"
v8RYbc8PvuY,First Overnight Ferry In The Philippines! | Cagayan De Oro To Bohol,UC9sKVZ0Y9blsS1OXFpJOrTA,Travelling Sticks,https://www.youtube.com/watch?v=v8RYbc8PvuY,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (33.33%)

Topic 13: quail egg, egg yolk, (Balut and other Eggs) (16.67%)

Topic 75: wifi island, wifi, speed (Internet Connectivity in Tourist Destinations) (16.67%)

Topic 83: conduit, tiles, shovel, balic, (Building Materials and Tools for Construction) (16.67%)

Topic 93: sabu, ride, transport, beach, (Island and Beach Travel Experiences) (16.67%)"
vBu6fEVIZFY,Our First Time PICKING STRAWBERRY in The PHILIPPINES!🍓🇵🇭,UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,https://www.youtube.com/watch?v=vBu6fEVIZFY,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (55.56%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (11.11%)

Topic 55: restaurant baguio, tuguguru tuguguru, (Food & Destination in Baguio) (22.22%)

Topic 99: cow cow, cow, kick (Cow & Farm Life) (11.11%)"
vCXiadRSUBQ,INDONESIAN GIRL REACT TO FILIPINO ACTORS FOR THE FIRST TIME | Daniel P | Xian Lim | Coco Martin,UCVeI0cfcnZoIskW-cEyufMg,Maman Sudirman,https://www.youtube.com/watch?v=vCXiadRSUBQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (42.86%)

Topic 24: manny, father actor, manny (Manny Pacquaio (National Icon)) (14.29%)

Topic 36: officer meijii yoshimi, meijii (Officer Meijii Yoshimi and the Onoda Incident) (28.57%)

Topic 37: masculine energy feminine, energy (Masculine and Feminine Energy in Writing) (14.29%)"
vFTVwADvGKY,WE WERE AMAZED BY THIS PLACE in the PHILIPPINES 🇵🇭 | Foreigner and Filipina Family Travel VLOG,UCobYD8WgP3GPOqgvXF2Yy1w,Adam and Jane's Lifestyle,https://www.youtube.com/watch?v=vFTVwADvGKY,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (12.50%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (12.50%)

Topic 58: pool bar pool, bar (Drinks & Relaxation by the Pool) (12.50%)

Topic 99: cow cow, cow, kick (Cow & Farm Life) (12.50%)"
vFU8Yf8O0c8,Foreigner and his Filipina fiance Q & A - living in the Philippines - does it work?,UCDyDWQVNvHtbOosA39aslvw,AG WONDER 111,https://www.youtube.com/watch?v=vFU8Yf8O0c8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (22.22%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (33.33%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (11.11%)

Topic 44: dating, relationship, started chatting, (Dating & Relationships Setup) (22.22%)

Topic 48: friends heart, heart friends (Friendships) (11.11%)"
vIofLAWdvKU,FOREIGNER LIFE IN MANILA PHILIPPINES | TAKING WELJHED TO THE MALL AFTER 2 YEARS HIS REACTION,UC_nGEYgqzTuyFbHCZELMC2w,Merryjuj,https://www.youtube.com/watch?v=vIofLAWdvKU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (83.33%)

Topic 43: visiting retiring beach, tips (Trip to a Beach Destination) (16.67%)"
vJs4hZVbcEs,Filipina British Life in UK: Pros and Cons Marrying Filipina,UC3PVtkwtqwCD4LEPguBEADA,Mia Sandoval,https://www.youtube.com/watch?v=vJs4hZVbcEs,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (33.33%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (16.67%)

Topic 43: visiting retiring beach, tips (Trip to a Beach Destination) (16.67%)

Topic 48: friends heart, heart friends (Friendships) (33.33%)"
vKXcGei-oi8,English Speaking Filipinos EVERYWHERE.. REMOTE Island.. (Foreigner interactions),UCzfEqx1_-zs2xUUzI3jVRSg,FinnSnow,https://www.youtube.com/watch?v=vKXcGei-oi8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (77.78%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (11.11%)

Topic 89: fruits mango, mangosteen, fruit (Mango Fruit) (11.11%)"
vLZ0q5eV2Uw,They FLY! 😭🤯 Waleska & Efra react NU Pep Squad For the First Time,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,https://www.youtube.com/watch?v=vLZ0q5eV2Uw,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (55.56%)

Topic 20: tourist visa, bureau immigration, (Travel Immigration & Visa Processes) (11.11%)

Topic 47: singer, dance dance dance, (Singing and Dancing Stars) (11.11%)

Topic 71: dog losin losin, losin (Dog Losing / Being Lost) (11.11%)

Topic 74: beauty pageants beauty, pageants (Philippine Beauty Pageant & Miss Universe) (11.11%)"
vOXSTaAlJuQ,FOREIGNERS EATING Amazing Local FILIPINO BBQ At Night | FIGHTER BOYS Philippines,UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,https://www.youtube.com/watch?v=vOXSTaAlJuQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 34: squid squid, squid squid (Squid) (16.67%)

Topic 97: hop, rap, hip hop, (HipHop and Dancing) (16.67%)"
vSJ-MNUKzVU,First Time Trying Filipino Breakfast In Davao 🇵🇭,UCHza0GAxOvBOeLKkMeL8EcQ,Ken Abroad,https://www.youtube.com/watch?v=vSJ-MNUKzVU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (53.33%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (20.00%)

Topic 54: manila cathedral church, manila (Manila Cathedral) (6.67%)

Topic 59: rainy season, rainy, windy, (Rainy Season) (6.67%)

Topic 81: producer coconuts, coconuts producer (Coconut Varieties and Production) (6.67%)

Topic 110: experience culture shock, biggest (Experiencing Culture Shock) (6.67%)"
vT0d85_9n30,Vlog #7: Food Vlog - Filipino cafe in Sydney,UC5LpvwSNZSWDSS1AHoK4NZg,Raff De Leon,https://www.youtube.com/watch?v=vT0d85_9n30,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (77.78%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (11.11%)

Topic 45: virtual private network, private (Virtual Private Networks (VPNs) and Online Security) (11.11%)"
vTJBF9loXG0,Foreigners On BEAUTY STANDARDS IN THE PHILIPPINES 🇵🇭,UC0p8-e3hIdkP4F09hQc1Uow,The Wineding Down Podcast,https://www.youtube.com/watch?v=vTJBF9loXG0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (46.67%)

Topic 39: discrimination colored, segregation, discrimination, (Racial Discrimination) (6.67%)

Topic 74: beauty pageants beauty, pageants (Philippine Beauty Pageant & Miss Universe) (6.67%)

Topic 82: skin color, beauty, color, (Skin Color & Beauty) (26.67%)

Topic 86: filipina, christian filipina, davao (Characteristics of Filipinas from Davao) (6.67%)

Topic 94: friends attractive attractive, friends (Friendly and Romantic Relationships ) (6.67%)"
vUxd3yDGHP4,AMERICAN JOHN'S RETIREMENT PLACE WHERE WE LIVE IN THE PHILIPPINES,UCt9BTGSxATM6axwfTY4KnEg,A Foreigner in the Philippines,https://www.youtube.com/watch?v=vUxd3yDGHP4,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 18: sagada, adore adore, buried, (Sagada Burial Caves & Hanging Coffins) (16.67%)

Topic 32: puppies, puppies hope, doggy, (Dogs) (16.67%)"
vWMLmmhyBFQ,"Americans React to Philippines | Manila - Cost of Living, Makati & BGC",UCO5Jeark1e_JP36mY3ua19g,The Commodity,https://www.youtube.com/watch?v=vWMLmmhyBFQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (87.50%)

Topic 64: bgc modern manila, manila, (Bonifacio Global City, Taguig, Metro Manila) (12.50%)"
vXhuGqugEOQ,FOREIGNERS FIRST IMPRESSION OF THE PHILIPPINES🇵🇭!,UCaAjLj9oGV6VKMYq8FxEwdQ,DORCAS Morounmubo,https://www.youtube.com/watch?v=vXhuGqugEOQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (38.46%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (7.69%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (7.69%)

Topic 8: dated, dating, students, girls, (Philippines’ Dating & Relationship of Females) (7.69%)

Topic 37: masculine energy feminine, energy (Masculine and Feminine Energy in Writing) (7.69%)

Topic 62: morning cinema, cinema continue, (Cinema & Watching Movies) (7.69%)

Topic 85: university campus, campus, universities, (University and Campuses) (7.69%)

Topic 91: manila surrounding cities, manila (Metro Manila as the National Capital Region) (7.69%)

Topic 118: pondi, happy baby, ready, (Mommy and Baby's Morning Events ) (7.69%)"
vY45ASw41X8,V348 - Pt 71 FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - Retiring in South East Asia vlog,UCWjSwkIn2gGgETcZZYaO-6g,The Garcia Family,https://www.youtube.com/watch?v=vY45ASw41X8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (62.50%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (12.50%)

Topic 61: bureau immigration, immigration, visa (Visa & Bureau of Immigration) (12.50%)

Topic 83: conduit, tiles, shovel, balic, (Building Materials and Tools for Construction) (12.50%)"
vYkKLnFBW6c,FOREIGNERS react to 7 FILIPINO VALUES to be PROUD of!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,https://www.youtube.com/watch?v=vYkKLnFBW6c,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (41.67%)

Topic 30: considered rich, immigration, rich (Wealthy & Rich Tourists Travelling) (8.33%)

Topic 38: nino cathedral, basilica, cathedrals, (Basilicas and Cathedrals in the Philippines) (8.33%)

Topic 48: friends heart, heart friends (Friendships) (8.33%)

Topic 64: bgc modern manila, manila, (Bonifacio Global City, Taguig, Metro Manila) (8.33%)

Topic 72: watch jollibee commercials, reacting (Watching Kwentong Jollibee Commercial) (8.33%)

Topic 95: pinay moms blogs, moms (Filipino Moms doing a Vlog) (8.33%)

Topic 104: sing song song, song (Singing of Songs) (8.33%)"
vZMYvrUw8jc,*Campus Tour* 🍃 🏹 De La Salle University (DLSU) | 🇮🇩Indonesian Exchange Student,UCmOWdRRJ-0yyxOlpQ9-Jy_A,Cindy Casimira Caroline,https://www.youtube.com/watch?v=vZMYvrUw8jc,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (27.27%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (9.09%)

Topic 22: prejudices prejudice women, discussion (Discussing Prejudice Against Women) (9.09%)

Topic 47: singer, dance dance dance, (Singing and Dancing Stars) (9.09%)

Topic 56: school pula, school class, (Suspension of Classes in Schools) (9.09%)

Topic 96: rat, female rat, cat, (Cats & Rats) (18.18%)

Topic 106: bohol chocolate hills, chocolate (Chocolate Hills in Bohol) (9.09%)

Topic 107: bano guilla bano, sila, (Unclear Repeated Terms) (9.09%)"
vbCWfYUqZIg,Our First Time Trying Filipino Breakfast Foods! 🇵🇭,UCRzBNJTsBe2rq6pkyXeaj1A,TriFate Lifestyle,https://www.youtube.com/watch?v=vbCWfYUqZIg,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (90.91%)

Topic 89: fruits mango, mangosteen, fruit (Mango Fruit) (9.09%)"
ve-gGv0VjDM,German Food In The Philippines? 🇵🇭,UCHza0GAxOvBOeLKkMeL8EcQ,Ken Abroad,https://www.youtube.com/watch?v=ve-gGv0VjDM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (44.44%)

Topic 34: squid squid, squid squid (Squid) (5.56%)

Topic 39: discrimination colored, segregation, discrimination, (Racial Discrimination) (5.56%)

Topic 45: virtual private network, private (Virtual Private Networks (VPNs) and Online Security) (5.56%)

Topic 54: manila cathedral church, manila (Manila Cathedral) (5.56%)

Topic 59: rainy season, rainy, windy, (Rainy Season) (5.56%)

Topic 75: wifi island, wifi, speed (Internet Connectivity in Tourist Destinations) (5.56%)

Topic 92: shopping malls, shopping malls (Going to Shopping Malls and Street Markets in Manila) (5.56%)

Topic 103: yums, cacao, wong, dangerous (Mixture of Subjects: Jungle, Food, and Pop Culture ) (5.56%)

Topic 114: circle circle circle, hobbit (Specific Venues: Circle Hall, Hobbit House, and Themed Spots ) (5.56%)

Topic 118: pondi, happy baby, ready, (Mommy and Baby's Morning Events ) (5.56%)"
veTsMNQ0HOQ,𝗔𝗚𝗘 𝗢𝗙 𝗠𝗬 𝗙𝗜𝗟𝗜𝗣𝗜𝗡𝗔....... 𝗲𝗹𝗲𝗽𝗵𝗮𝗻𝘁 𝗶𝗻 𝘁𝗵𝗲 𝗿𝗼𝗼𝗺..,UCWmjG_iL6dNUWTUtquYMLQA,Gracejon Filipina lifestyle,https://www.youtube.com/watch?v=veTsMNQ0HOQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (20.00%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (40.00%)

Topic 44: dating, relationship, started chatting, (Dating & Relationships Setup) (6.67%)

Topic 78: thatd funny, bob mali, (Funny Conversations and Socializing ft. Bob Marley) (6.67%)

Topic 79: aunt girl, akong telepono (Kids Asking Aunt to Charge Phone) (13.33%)

Topic 80: married filipina, married, wedding (Filipino Marriage Tradition) (13.33%)"
vfsJ9M74ZP4,【TAGALOG ONLY】Japanese girlfriend cooks Filipino food (SINIGANG) in TAGALOG,UCUQPGGBkluwPMxRyY8n1DWQ,Ali Yui Club｜Filipino Japanese couple,https://www.youtube.com/watch?v=vfsJ9M74ZP4,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (62.50%)

Topic 13: quail egg, egg yolk, (Balut and other Eggs) (12.50%)

Topic 34: squid squid, squid squid (Squid) (25.00%)"
vgGYRK_AFMM,Why I love Christmas Season in the Philippines🇵🇭 || Foreigner living in the Philippines,UCRe3yRMUuJkNeWLtO9kBGqg,Nurse Ruth Nook,https://www.youtube.com/watch?v=vgGYRK_AFMM,"Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (75.00%)

Topic 9: topics taiwan, taiwan, taiwan (Travel to Taiwan & Destinations) (12.50%)

Topic 86: filipina, christian filipina, davao (Characteristics of Filipinas from Davao) (12.50%)"
vgHfpMFRDnA,Foreigners life in rural Philippines jungle 🇵🇭,UCOnj7dA6j1iTFtudrackMag,8 Miles from Home,https://www.youtube.com/watch?v=vgHfpMFRDnA,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (72.73%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (9.09%)

Topic 31: environment typhoon, typhoon, storm (Severe Weather & Life in Storm-Prone Regions ) (9.09%)

Topic 117: ipakita akong imong, ipakita (Filipino Phrases) (9.09%)"
vgPFgIilI9A,"Latinos react to FILIPINO REGGAE FOR THE FIRST TIME| Chocolate Factory ""Kung Ika'y Akin"" LIVE",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,https://www.youtube.com/watch?v=vgPFgIilI9A,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (100.00%)"
vge15YEaLbk,I Went To Makati's Most Flirtatious Street. It Was Wild! (#21),UCsfUASBEZR8ABdma0ee8Zbg,Jay Cee Max,https://www.youtube.com/watch?v=vge15YEaLbk,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (45.45%)

Topic 5: haircut barber, haircuts, haircut, (Barber Services) (9.09%)

Topic 17: filipinawives, filipina couples, filipina, (Filipino Partner & Tourist Visas) (9.09%)

Topic 112: traveling cheap transports, cheap (Cheap Transportation while Travelling) (36.36%)"
vk7_uI-V_9I,Never Cause A Filipino To lose Face,UCPNBc7ZRwmgk1I6j_lenAfw,The Love Train Nation,https://www.youtube.com/watch?v=vk7_uI-V_9I,"Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (50.00%)

Topic 39: discrimination colored, segregation, discrimination, (Racial Discrimination) (25.00%)

Topic 60: hang louis hang, louis (Louis Huang (Internation Actor)) (25.00%)"
vl0HKxs2Q6k,MUST TRY FOODS IN ZAMBOANGA CITY PHILIPPINES FOOD TOUR 🇵🇭 (PART 2),UC5wQUM_uqQ6bo6zxvEG6QJw,Proudly Nomadic,https://www.youtube.com/watch?v=vl0HKxs2Q6k,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (63.64%)

Topic 27: watching leave loved, listen (Listening & Watching Loved Ones Depart ) (9.09%)

Topic 43: visiting retiring beach, tips (Trip to a Beach Destination) (18.18%)

Topic 101: koreans bars, mindanao, koreans, (Korean Presence and Community in Mindanao) (9.09%)"
vlXUmXkTaCs,Must Try Filipino Food In Centre Of Paris!,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,https://www.youtube.com/watch?v=vlXUmXkTaCs,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (40.00%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (20.00%)

Topic 66: episode pinay moms, pinay (Pinay Moms Content and Viewer Engagement ) (40.00%)"
vloz79X9EeI,Life is Better in the Philippines 🇵🇭| Foreigner's Perspective,UCCqW89kkbLYRK912SLPsEmw,JUDY FLORES,https://www.youtube.com/watch?v=vloz79X9EeI,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 78: thatd funny, bob mali, (Funny Conversations and Socializing ft. Bob Marley) (16.67%)

Topic 114: circle circle circle, hobbit (Specific Venues: Circle Hall, Hobbit House, and Themed Spots ) (16.67%)"
vnwQEJmFtLo,"Foreigners react to FILIPINO CHRISTMAS AD ""Silent Christmas""",UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,https://www.youtube.com/watch?v=vnwQEJmFtLo,"Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (80.00%)

Topic 18: sagada, adore adore, buried, (Sagada Burial Caves & Hanging Coffins) (20.00%)"
voJl8cH8Zpo,FROM BATANGAS TO TAGAYTAY PHILIPPINES 🇵🇭 VISITING TAAL VOLCANO to MOTHER OF ALL ASIA,UC5wQUM_uqQ6bo6zxvEG6QJw,Proudly Nomadic,https://www.youtube.com/watch?v=voJl8cH8Zpo,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (16.67%)

Topic 54: manila cathedral church, manila (Manila Cathedral) (16.67%)

Topic 91: manila surrounding cities, manila (Metro Manila as the National Capital Region) (16.67%)"
vrwkd3W1lD0,Dutch Family Tries Lechon Belly Filipino Style!!!!,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,https://www.youtube.com/watch?v=vrwkd3W1lD0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 63: pule ti, pule pule, (Filipino Food) (25.00%)"
vu9nh-A7VH4,FOREIGNERS react to DISNEY'S FILIPINO CHRISTMAS Commercial,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,https://www.youtube.com/watch?v=vu9nh-A7VH4,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (33.33%)"
vwmwPlFX3e0,Latinos react to Filipino Folk Dance for the first time !,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,https://www.youtube.com/watch?v=vwmwPlFX3e0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (60.00%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (10.00%)

Topic 28: martial arts martial, martial (Mixed Martial Arts and Fighting ) (10.00%)

Topic 49: bibingga bibingga bibingga, bibingga (Bibingka, Bisaya Language, and Personal Anecdotes ) (10.00%)

Topic 120: winning game, game winning, (Winning Games and Excitement ) (10.00%)"
vxjo6RH7hz0,98 YEARS OLD FILIPINO LADY SAVED  FOREIGNERS IN PULA VIDA VILLAGE PHILIPPINES! (We Were So HUNGRY😢),UCt9CPuWfS9HgRZmSYpGPFaw,Travel With Success,https://www.youtube.com/watch?v=vxjo6RH7hz0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (40.00%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (10.00%)

Topic 28: martial arts martial, martial (Mixed Martial Arts and Fighting ) (10.00%)

Topic 56: school pula, school class, (Suspension of Classes in Schools) (10.00%)

Topic 89: fruits mango, mangosteen, fruit (Mango Fruit) (10.00%)

Topic 97: hop, rap, hip hop, (HipHop and Dancing) (10.00%)

Topic 98: batou batou batou, batou (Activities and Discussions in Morong, Bataan ) (10.00%)"
vynTh30p49k,CHEAP TO BUY? BEACH AND LAND LOTS FOR SALE IN THE PHILIPPINES 🇵🇭 - Foreigner and Filipina  VLOG,UCobYD8WgP3GPOqgvXF2Yy1w,Adam and Jane's Lifestyle,https://www.youtube.com/watch?v=vynTh30p49k,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (55.56%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (11.11%)

Topic 67: learning, learn, teacher, teachers, (Language Education and Learning Experiences) (11.11%)

Topic 73: binondo chinatown manila, chinatown (Chinatown Manila) (11.11%)

Topic 91: manila surrounding cities, manila (Metro Manila as the National Capital Region) (11.11%)"
vz6yb_rjCKk,Foreigner and Filipina Home Improvement Philippines 24Dec22. @LeRocphilippines5539,UCQYkvXhPNaRxlu-jAI5_5Zg,LeRoc Living My Life Philippines,https://www.youtube.com/watch?v=vz6yb_rjCKk,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (78.57%)

Topic 83: conduit, tiles, shovel, balic, (Building Materials and Tools for Construction) (7.14%)

Topic 105: dig, procure, brother jay, (Unclear Repeated Terms) (14.29%)"
vzSmLYoOMc0,AMERIKANONG SANA MAG JEEPNEY SA PILIPINAS,UClxWKvWC-xiJ9FlUkPn7xnw,Dinah joy,https://www.youtube.com/watch?v=vzSmLYoOMc0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (50.00%)"
w-uejeoxpLg,"What it's LIKE Being a FOREIGNER in Manila, Philippines  | HONEST OPINION|",UC9DwgmJc-uKnxGavukOy_6w,Aaron Around,https://www.youtube.com/watch?v=w-uejeoxpLg,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (57.14%)

Topic 34: squid squid, squid squid (Squid) (14.29%)

Topic 86: filipina, christian filipina, davao (Characteristics of Filipinas from Davao) (14.29%)

Topic 106: bohol chocolate hills, chocolate (Chocolate Hills in Bohol) (14.29%)"
w01-9uhP6qk,"Filipino in Sydney Australia Vlogmas, Good Lechon Explained - Daily Vlog 1",UC5LpvwSNZSWDSS1AHoK4NZg,Raff De Leon,https://www.youtube.com/watch?v=w01-9uhP6qk,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (16.67%)

Topic 41: jew, concentration camp, bosnia, (Personal Experiences of War and Persecution) (16.67%)"
w3XLgvayYFs,IS THIS NEW YORK OR MANILA  🇵🇭,UCLvnKTwSZEnCbTHNnqiivRQ,Dodo Explorers,https://www.youtube.com/watch?v=w3XLgvayYFs,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (85.71%)

Topic 92: shopping malls, shopping malls (Going to Shopping Malls and Street Markets in Manila) (14.29%)"
w4KFbZKTj28,Foreigners react to INSANE PINOY TALENT - he performs 100 years of FILIPINO MUSIC in one go!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,https://www.youtube.com/watch?v=w4KFbZKTj28,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (100.00%)"
w6iYMAgUpxA,FIRST TIME EXPERIENCING SIMBANG GABI IN THE PHILIPPINES! A Beautiful Christmas Tradition,UCKLlmM881k4QZN-iUAFIQfw,Susie in the Philippines,https://www.youtube.com/watch?v=w6iYMAgUpxA,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (16.67%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (33.33%)

Topic 18: sagada, adore adore, buried, (Sagada Burial Caves & Hanging Coffins) (16.67%)

Topic 63: pule ti, pule pule, (Filipino Food) (16.67%)

Topic 77: fun cemetery, monument manila, (Rizal Park Monument & Manila Cemetery) (16.67%)"
w7W6NcwvFic,FOREIGNER tries FILIPINO COFFEE for the FIRST TIME!! Siargao Island,UCUI4T7riAxLPSV4htxMFLqw,Robyn Kimberly,https://www.youtube.com/watch?v=w7W6NcwvFic,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (25.00%)

Topic 43: visiting retiring beach, tips (Trip to a Beach Destination) (25.00%)"
w8GdDhQDvsM,Americans React to Filipino Teen Speaking 18 Languages! @marlonramos2449,UCygn9pOnMw5St5Mva69z5nA,RegenerationNationTV,https://www.youtube.com/watch?v=w8GdDhQDvsM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (50.00%)"
w8b31St7GpM,UNBELIEVABLE Philippines History - Foreigner REACTION! (You NEED to WATCH this!),UC7AB80x51RwhxZpJmIUQiZQ,SecretLifeofLauren,https://www.youtube.com/watch?v=w8b31St7GpM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (18.18%)

Topic 14: archipelago spanish, spanish colony, (Spanish Colonialism in the Philippines) (27.27%)

Topic 51: maya pahit empire, archipelago, (Historical States of the Southeast Asian Archipelago) (45.45%)

Topic 95: pinay moms blogs, moms (Filipino Moms doing a Vlog) (9.09%)"
wB-NrGhIW6s,My Dutch Nephew And His Girlfriend Try Bicol Express!,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,https://www.youtube.com/watch?v=wB-NrGhIW6s,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (100.00%)"
